Date,High,Low,Open,Close,Volume,Adj Close
2006-10-02,2.7096428871154785,2.6535708904266357,2.682142972946167,2.6735711097717285,712639200,2.2893102169036865
2006-10-03,2.676785945892334,2.613929033279419,2.6589291095733643,2.645714044570923,790708800,2.2654566764831543
2006-10-04,2.694999933242798,2.6128571033477783,2.6464290618896484,2.692142963409424,829082800,2.305213451385498
2006-10-05,2.7200000286102295,2.6475000381469727,2.6617860794067383,2.672499895095825,683883200,2.288393020629883
2006-10-06,2.680000066757202,2.636070966720581,2.6578569412231445,2.6507139205932617,466958800,2.269737958908081
2006-10-09,2.681428909301758,2.626070976257324,2.635714054107666,2.6653571128845215,438222400,2.282277822494507
2006-10-10,2.6635708808898926,2.609999895095825,2.6621429920196533,2.636070966720581,531588400,2.257199764251709
2006-10-11,2.6421430110931396,2.5928568840026855,2.622143030166626,2.615356922149658,571855200,2.239462375640869
2006-10-12,2.692500114440918,2.628571033477783,2.6289288997650146,2.687856912612915,592855200,2.3015432357788086
2006-10-13,2.745713949203491,2.669286012649536,2.70107102394104,2.679286003112793,684196800,2.294203996658325
2006-10-16,2.7100000381469727,2.6710710525512695,2.685357093811035,2.692857027053833,508692800,2.305824041366577
2006-10-17,2.688214063644409,2.6442859172821045,2.680000066757202,2.6532139778137207,480925200,2.271878957748413
2006-10-18,2.691786050796509,2.6396429538726807,2.669642925262451,2.6617860794067383,1133907600,2.279219388961792
2006-10-19,2.8553569316864014,2.791429042816162,2.830713987350464,2.821070909500122,1512977200,2.4156107902526855
2006-10-20,2.856786012649536,2.809643030166626,2.820357084274292,2.8553569316864014,639413600,2.4449691772460938
2006-10-23,2.924999952316284,2.8482139110565186,2.856786012649536,2.9092860221862793,832507200,2.4911468029022217
2006-10-24,2.9171431064605713,2.864285945892334,2.9003570079803467,2.8946430683135986,463212400,2.4786086082458496
2006-10-25,2.9285709857940674,2.893213987350464,2.9053568840026855,2.9171431064605713,485214800,2.4978749752044678
2006-10-26,2.950000047683716,2.8975000381469727,2.924999952316284,2.935357093811035,432756800,2.5134708881378174
2006-10-27,2.944643020629883,2.8575000762939453,2.919642925262451,2.871786117553711,594966400,2.4590365886688232
2006-10-30,2.8892860412597656,2.8392860889434814,2.856786012649536,2.872143030166626,499917600,2.4593420028686523
2006-10-31,2.9171431064605713,2.865356922149658,2.9089291095733643,2.895714044570923,501474400,2.4795258045196533
2006-11-01,2.9064290523529053,2.7985711097717285,2.8964290618896484,2.8271429538726807,611192400,2.4208099842071533
2006-11-02,2.8328568935394287,2.8035709857940674,2.818571090698242,2.820713996887207,465483200,2.4153048992156982
2006-11-03,2.8403570652008057,2.7782139778137207,2.8342859745025635,2.7960710525512695,431888800,2.3942041397094727
2006-11-06,2.859286069869995,2.8010709285736084,2.819643020629883,2.8467860221862793,434576800,2.4376299381256104
2006-11-07,2.892857074737549,2.861785888671875,2.87321400642395,2.875356912612915,525932400,2.462094783782959
2006-11-08,2.953213930130005,2.8532140254974365,2.8578569889068604,2.944643020629883,690916800,2.5214219093322754
2006-11-09,3.0246429443359375,2.932857036590576,2.960714101791382,2.976428985595703,923053600,2.5486397743225098
2006-11-10,2.9857139587402344,2.9464290142059326,2.983928918838501,2.9685709476470947,373864400,2.5419111251831055
2006-11-13,3.016071081161499,2.9514288902282715,2.9721429347991943,3.012500047683716,450674000,2.579526424407959
2006-11-14,3.0357139110565186,2.996428966522217,3.0285708904266357,3.0357139110565186,588954800,2.5994043350219727
2006-11-15,3.067857027053833,3.0,3.0374999046325684,3.00178599357605,655323200,2.570352077484131
2006-11-16,3.0821430683135986,3.0221428871154785,3.0310709476470947,3.057499885559082,693940800,2.618058443069458
2006-11-17,3.0692861080169678,3.0357139110565186,3.0407140254974365,3.066071033477783,466424000,2.6253983974456787
2006-11-20,3.107142925262451,3.0428569316864014,3.049999952316284,3.0882139205932617,570794000,2.644357919692993
2006-11-21,3.164285898208618,3.1110711097717285,3.122143030166626,3.164285898208618,622666800,2.709496259689331
2006-11-22,3.2410709857940674,3.137500047683716,3.1782140731811523,3.2253570556640625,671941200,2.7617900371551514
